Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
6.587229500000000,15,'192' (0xC0),'0' (0x00),Write,ACK
6.587331500000000,15,'192' (0xC0),'0' (0x00),Write,ACK
6.587433000000000,15,'192' (0xC0),'1' (0x01),Write,ACK
6.587538000000000,15,'192' (0xC0),'0' (0x00),Write,ACK
25.726545500000000,,'160' (0xA0),,Write,NAK
25.726641999999998,16,'160' (0xA0),'0' (0x00),Write,NAK
25.726872000000000,17,'161' (0xA1),'5' (0x05),Read,NAK
25.727107499999999,18,'160' (0xA0),'1' (0x01),Write,ACK
25.727500500000001,19,'161' (0xA1),'5' (0x05),Read,NAK
25.727732000000000,20,'160' (0xA0),'2' (0x02),Write,ACK
25.728135999999999,21,'161' (0xA1),'1' (0x01),Read,NAK
25.728366999999999,22,'160' (0xA0),'3' (0x03),Write,ACK
25.728759499999999,23,'161' (0xA1),'11' (0x0B),Read,NAK
28.522200000000002,24,'192' (0xC0),'6' (0x06),Write,ACK
28.522303999999998,24,'192' (0xC0),Z (0x5A),Write,ACK
28.522408500000001,24,'192' (0xC0),Z (0x5A),Write,ACK
28.522513499999999,24,'192' (0xC0),'0' (0x00),Write,ACK
28.522622500000001,24,'192' (0xC0),'4' (0x04),Write,ACK
28.522729000000002,24,'192' (0xC0),'2' (0x02),Write,ACK
28.522834499999998,24,'192' (0xC0),'1' (0x01),Write,ACK
28.533086500000000,25,'193' (0xC1),'8' (0x08),Read,ACK
28.533185000000000,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533283999999998,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533383000000001,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533481999999999,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533581000000002,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533680000000000,25,'193' (0xC1),'0' (0x00),Read,ACK
28.533778999999999,25,'193' (0xC1),'2' (0x02),Read,ACK
28.533878000000001,25,'193' (0xC1),'0' (0x00),Read,NAK
28.534392000000000,26,'192' (0xC0),'6' (0x06),Write,ACK
28.534494500000001,26,'192' (0xC0),Z (0x5A),Write,ACK
28.534597000000002,26,'192' (0xC0),Z (0x5A),Write,ACK
28.534699499999999,26,'192' (0xC0),'0' (0x00),Write,ACK
28.534801999999999,26,'192' (0xC0),'4' (0x04),Write,ACK
28.534904999999998,26,'192' (0xC0),'1' (0x01),Write,ACK
28.535007499999999,26,'192' (0xC0),'0' (0x00),Write,ACK
28.545069999999999,27,'193' (0xC1),'11' (0x0B),Read,ACK
28.545169000000001,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545268000000000,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545366999999999,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545466000000001,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545564500000001,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545663999999999,27,'193' (0xC1),'0' (0x00),Read,ACK
28.545763000000001,27,'193' (0xC1),'1' (0x01),Read,ACK
28.545862000000000,27,'193' (0xC1),'3' (0x03),Read,ACK
28.545960999999998,27,'193' (0xC1),'1' (0x01),Read,ACK
28.546060000000001,27,'193' (0xC1),'0' (0x00),Read,ACK
28.546167499999999,27,'193' (0xC1),'0' (0x00),Read,NAK
28.550416500000001,28,'193' (0xC1),\t (0x09),Read,ACK
28.550519000000001,28,'193' (0xC1),Z (0x5A),Read,ACK
28.550618000000000,28,'193' (0xC1),Z (0x5A),Read,ACK
28.550716999999999,28,'193' (0xC1),'0' (0x00),Read,ACK
28.550816000000001,28,'193' (0xC1),'4' (0x04),Read,ACK
28.550915000000000,28,'193' (0xC1),'0' (0x00),Read,ACK
28.551013999999999,28,'193' (0xC1),'0' (0x00),Read,ACK
28.551113000000001,28,'193' (0xC1),'1' (0x01),Read,ACK
28.551212000000000,28,'193' (0xC1),'1' (0x01),Read,ACK
28.551314000000001,28,'193' (0xC1),'0' (0x00),Read,NAK
28.551711999999998,29,'192' (0xC0),\t (0x09),Write,ACK
28.551815999999999,29,'192' (0xC0),'0' (0x00),Write,ACK
28.551919500000000,29,'192' (0xC0),'0' (0x00),Write,ACK
28.552023500000001,29,'192' (0xC0),'0' (0x00),Write,ACK
28.552126000000001,29,'192' (0xC0),'0' (0x00),Write,ACK
28.552229000000001,29,'192' (0xC0),'0' (0x00),Write,ACK
28.552333000000001,29,'192' (0xC0),'0' (0x00),Write,ACK
28.552436499999999,29,'192' (0xC0),'1' (0x01),Write,ACK
28.552538999999999,29,'192' (0xC0),'1' (0x01),Write,ACK
28.552641500000000,29,'192' (0xC0),'0' (0x00),Write,ACK
28.563286500000000,30,'193' (0xC1),\t (0x09),Read,ACK
28.563385499999999,30,'193' (0xC1),Y (0x59),Read,ACK
28.563484500000001,30,'193' (0xC1),Y (0x59),Read,ACK
28.563583500000000,30,'193' (0xC1),'0' (0x00),Read,ACK
28.563682499999999,30,'193' (0xC1),'6' (0x06),Read,ACK
28.563781500000001,30,'193' (0xC1),'231' (0xE7),Read,ACK
28.563880500000000,30,'193' (0xC1),'1' (0x01),Read,ACK
28.563979499999999,30,'193' (0xC1),'0' (0x00),Read,ACK
28.564078500000001,30,'193' (0xC1),'0' (0x00),Read,ACK
28.564177500000000,30,'193' (0xC1),'0' (0x00),Read,NAK
28.579141000000000,31,'192' (0xC0),'11' (0x0B),Write,ACK
28.579243000000002,31,'192' (0xC0),'0' (0x00),Write,ACK
28.579345000000000,31,'192' (0xC0),'0' (0x00),Write,ACK
28.579446999999998,31,'192' (0xC0),'0' (0x00),Write,ACK
28.579549000000000,31,'192' (0xC0),'2' (0x02),Write,ACK
28.579650500000000,31,'192' (0xC0),c (0x63),Write,ACK
28.579753499999999,31,'192' (0xC0),'1' (0x01),Write,ACK
28.579869500000001,31,'192' (0xC0),'0' (0x00),Write,ACK
28.580003500000000,31,'192' (0xC0),'0' (0x00),Write,ACK
28.580112499999998,31,'192' (0xC0),'0' (0x00),Write,ACK
28.580217000000001,31,'192' (0xC0),'1' (0x01),Write,ACK
28.580320000000000,31,'192' (0xC0),'0' (0x00),Write,ACK
40.389798999999996,32,'193' (0xC1),\t (0x09),Read,ACK
40.389898000000002,32,'193' (0xC1),Z (0x5A),Read,ACK
40.389997000000001,32,'193' (0xC1),Z (0x5A),Read,ACK
40.390096499999999,32,'193' (0xC1),'0' (0x00),Read,ACK
40.390195499999997,32,'193' (0xC1),'4' (0x04),Read,ACK
40.390294500000003,32,'193' (0xC1),'0' (0x00),Read,ACK
40.390393500000002,32,'193' (0xC1),'3' (0x03),Read,ACK
40.390492500000001,32,'193' (0xC1),'1' (0x01),Read,ACK
40.390591499999999,32,'193' (0xC1),'1' (0x01),Read,ACK
40.390690499999998,32,'193' (0xC1),. (0x2E),Read,NAK
40.391114000000002,33,'192' (0xC0),\t (0x09),Write,ACK
40.391220500000003,33,'192' (0xC0),'0' (0x00),Write,ACK
40.391328500000000,33,'192' (0xC0),'0' (0x00),Write,ACK
40.391435500000000,33,'192' (0xC0),'0' (0x00),Write,ACK
40.391540499999998,33,'192' (0xC0),'0' (0x00),Write,ACK
40.391646999999999,33,'192' (0xC0),'0' (0x00),Write,ACK
40.391756999999998,33,'192' (0xC0),'3' (0x03),Write,ACK
40.391860999999999,33,'192' (0xC0),'1' (0x01),Write,ACK
40.391967000000001,33,'192' (0xC0),'1' (0x01),Write,ACK
40.392074000000001,33,'192' (0xC0),. (0x2E),Write,ACK
