Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
7.394815000000000,15,'192' (0xC0),'0' (0x00),Write,ACK
7.394921000000000,15,'192' (0xC0),'0' (0x00),Write,ACK
7.395023500000000,15,'192' (0xC0),'1' (0x01),Write,ACK
7.395125000000000,15,'192' (0xC0),'0' (0x00),Write,ACK
42.148272499999997,16,'193' (0xC1),\t (0x09),Read,ACK
42.148371500000003,16,'193' (0xC1),Z (0x5A),Read,ACK
42.148470500000002,16,'193' (0xC1),Z (0x5A),Read,ACK
42.148569999999999,16,'193' (0xC1),'0' (0x00),Read,ACK
42.148668999999998,16,'193' (0xC1),'4' (0x04),Read,ACK
42.148767999999997,16,'193' (0xC1),'0' (0x00),Read,ACK
42.148867000000003,16,'193' (0xC1),'3' (0x03),Read,ACK
42.148966000000001,16,'193' (0xC1),'1' (0x01),Read,ACK
42.149065000000000,16,'193' (0xC1),'1' (0x01),Read,ACK
42.149163999999999,16,'193' (0xC1),. (0x2E),Read,NAK
42.149591999999998,17,'192' (0xC0),\t (0x09),Write,ACK
42.149698999999998,17,'192' (0xC0),'0' (0x00),Write,ACK
42.149805000000001,17,'192' (0xC0),'0' (0x00),Write,ACK
42.149911500000002,17,'192' (0xC0),'0' (0x00),Write,ACK
42.150019499999999,17,'192' (0xC0),'0' (0x00),Write,ACK
42.150124499999997,17,'192' (0xC0),'0' (0x00),Write,ACK
42.150229000000003,17,'192' (0xC0),'3' (0x03),Write,ACK
42.150339000000002,17,'192' (0xC0),'1' (0x01),Write,ACK
42.150443000000003,17,'192' (0xC0),'1' (0x01),Write,ACK
42.150550000000003,17,'192' (0xC0),. (0x2E),Write,ACK
